"Wed, 14 Jun 2017 16:31:03 +0000",【モンスト】出現で勝ち組！「これ以外はゴミ」特Lで出れば『大当たり』なわくわくの実が判明ｷﾀ━━(ﾟ∀ﾟ)━━!!,http://monst-japan.com/kouryaku/wakuwaku/post-99391/?20170614160915
"Wed, 14 Jun 2017 15:09:15 +0000",【モンスト】※ワロタ※特設サイトにてガチ暴言！衝撃のコメントに話題沸騰ｗｗｗｗｗ,http://monst-japan.com/official/event/juunisisaikyousou/post-99438/?20170614150915
"Wed, 14 Jun 2017 14:09:15 +0000",【モンスト】「絶対強いわ」「未来は明るい」『砲撃型』＆『ツインバーティカルレーザー』でぶっ壊れｸﾙ━━(ﾟ∀ﾟ)━━!?,http://monst-japan.com/kouryaku/jusin/post-99413/?20170614140915
"Wed, 14 Jun 2017 13:09:15 +0000",【モンスト】※別次元※「もう変態やな」エクステでとんでもない『プロスト』を発見ｽｹﾞｴ━━(ﾟ∀ﾟ)━━!!,http://monst-japan.com/kouryaku/unkyoku/post-99398/?20170614130915
"Wed, 14 Jun 2017 12:09:15 +0000",【モンスト】「難易度がグッと下がる」「冗談抜き」ドンピシャキャラの登場で【難易度10】が崩落ｗｗｗｗｗ,http://monst-japan.com/quest/kourin-quest/tyouzetu/izanagizero/post-99402/?20170614120915
"Wed, 14 Jun 2017 11:09:15 +0000",【モンスト】※衝撃※「ガチやんけ」新企画『十二支再競争』にまさかの”新事実”発覚ｗｗｗｗｗ,http://monst-japan.com/official/event/juunisisaikyousou/post-99423/?20170614110915
"Wed, 14 Jun 2017 10:39:15 +0000",【モンスト】「使用率が飛び抜けてる」評価ウリエル越え！？高スペックで大量適正ヤベエｗｗｗｗｗｗ,http://monst-japan.com/hyouka-tukaimiti/post-99449/?20170614103915
"Wed, 14 Jun 2017 10:09:15 +0000",【モンスト】※悲報※「格が違う」追憶の書庫で”あのクエ”を50周した結果ｗｗｗｗｗｗ,http://monst-japan.com/kouryaku/tuiokunoshoko/post-99426/?20170614100915
"Wed, 14 Jun 2017 09:09:15 +0000",【モンスト】※名推理※特大サプライズの予感！「気がついた」今週の『モンストニュース』が金曜日になった理由ｗｗｗｗｗ,http://monst-japan.com/monstnews2/post-99418/?20170614090915
"Wed, 14 Jun 2017 08:39:15 +0000",【モンスト】※報告多数※期間限定『特別クエスト』にある疑惑が！「あからさま」だとクレーム殺到ｳｷﾞｬ━━(ﾟ∀ﾟ)━━!!,http://monst-japan.com/kouryaku/jusin/jusinryu/post-99396/?20170614083915
