"Wed, 14 Jun 2017 07:21:04 +0000",【モンスト】※異常事態※「罠じゃね」「鋼の意思」まさかの『スルー宣言』続出うわあああああ！,http://monst-japan.com/gatya/gekijyuusinnsai/post-99400/?20170614064915
"Wed, 14 Jun 2017 06:09:15 +0000",【モンスト】3億円を山分け＆大量オーブ獲得の大チャンス到来！新企画『十二支再競争』の詳細判明ｷﾀ━━(ﾟ∀ﾟ)━━!!,http://monst-japan.com/official/event/juunisisaikyousou/post-99385/?20170614060915
"Wed, 14 Jun 2017 05:09:15 +0000",【モンスト】※激震※敷居高すぎぃ！アイツを”一点狙い”し続けたユーザーの末路がコチラｗｗｗｗｗｗ,http://monst-japan.com/gatya/water-yuen/post-99381/?20170614050915
"Wed, 14 Jun 2017 04:09:15 +0000",【モンスト】※精神崩壊※「つれぇわ…」「吐きそう」あまりの酷さに激萎え・・・。,http://monst-japan.com/quest/kourin-quest/tyouzetu/tousinn-karuma/post-99376/?20170614040915
"Wed, 14 Jun 2017 03:39:15 +0000",【モンスト】AbemaTVで生放送決定！謎すぎる新イベント『十二支再競争』開催決定ｷﾀ━━(ﾟ∀ﾟ)━━!!,http://monst-japan.com/official/event/juunisisaikyousou/post-99367/?20170614033915
"Wed, 14 Jun 2017 03:09:15 +0000",【モンスト】※超朗報※カインの難易度を爆下げする”ド適正キャラ”爆誕！アイツと相性抜群でヤベエｗｗｗｗｗ,http://monst-japan.com/quest/kourin-quest/tyouzetu/chouzetu-kainn/post-99370/?20170614030915
"Wed, 14 Jun 2017 02:09:15 +0000",※大注目※「モンストの終わり」スルーされれば”大炎上”待ったなし！あの『激レアキャラ達』の未来がｗｗｗｗｗｗ,http://monst-japan.com/kouryaku/jusin/post-99364/?20170614020915
"Wed, 14 Jun 2017 01:09:15 +0000",【モンスト】「ヤバイヤバイ」「やる気取り戻す」あの『公式発表』に話題沸騰！テンション爆上げｷﾀ━━(ﾟ∀ﾟ)━━!!,http://monst-japan.com/gatya/gekijyuusinnsai/post-99362/?20170614010915
"Wed, 14 Jun 2017 00:09:15 +0000",【モンスト】※悲報※難易度を超越！「一番嫌い」「くそ過ぎ」圧倒的な嫌悪で非難殺到ｳｷﾞｬ━━(ﾟ∀ﾟ)━━!!,http://monst-japan.com/quest/kourin-quest/tyouzetu/tousinn-karuma/post-99312/?20170614000915
"Tue, 13 Jun 2017 23:09:15 +0000",【モンスト】※ケタハズレ※「一年以上君臨しとるんだが」衝撃の数値を叩きだし話題沸騰ｗｗｗｗ,http://monst-japan.com/kouryaku/senreki-hit/post-99314/?20170613230915
"Wed, 14 Jun 2017 07:00:14 +0000",【モンスト】このあとシュモクマンが16時から登場！適正キャラ＆ギミック・攻略パーティまとめ！,http://monst-news.net/302671/
"Wed, 14 Jun 2017 06:50:16 +0000",【モンスト】運営が密かに押している友情がコレ！ただし、アレは例外だった模様ｗｗｗｗｗ,http://monst-news.net/302448/
"Wed, 14 Jun 2017 06:40:16 +0000",【モンスト】※必見※意外と知られていない33階攻略法！●●やろうとしたら全力で止められたｗｗｗｗｗｗ,http://monst-news.net/302737/
